"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KY888502","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiJizhou/1652/2015(H3N2))","","","","","","p"
"KR870221","960","Human","4 (HA)","H3N2","China","N","2009/12/31","Influenza A virus (A/JiangxiLianhua/51/2009(H3N2))","","","","","","p"
"KY888522","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiLinchuan/1440/2015(H3N2))","","","","","","p"
"KR870212","960","Human","4 (HA)","H3N2","China","N","2008/12/31","Influenza A virus (A/JiangxiLinchuan/311/2008(H3N2))","","","","","","p"
"KR870214","960","Human","4 (HA)","H3N2","China","N","2008/12/31","Influenza A virus (A/JiangxiNanchang/31/2008(H3N2))","","","","","","p"
"KY888523","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiNingdu/32/2015(H3N2))","","","","","","p"
"KR870211","960","Human","4 (HA)","H3N2","China","N","2008/12/31","Influenza A virus (A/JiangxiQingshanhu/31/2008(H3N2))","","","","","","p"
"KR870219","960","Human","4 (HA)","H3N2","China","N","2009/12/31","Influenza A virus (A/JiangxiQingyunpu/35/2009(H3N2))","","","","","","p"
"KY888503","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXihu/1483/2015(H3N2))","","","","","","p"
"KR870218","960","Human","4 (HA)","H3N2","China","N","2009/12/31","Influenza A virus (A/JiangxiXihu/31/2009(H3N2))","","","","","","p"
"CY108843","905","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/JiangxiXihu/31/2009(H3N2))","","","","","","p"
"KY888504","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXinzhou/1266/2015(H3N2))","","","","","","p"
"KY888505","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXinzhou/1453/2015(H3N2))","","","","","","p"
"KY888510","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXinzhou/1520/2015(H3N2))","","","","","","p"
"KY888511","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXinzhou/1621/2015(H3N2))","","","","","","p"
"KY888512","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXinzhou/1692/2015(H3N2))","","","","","","p"
"KY888513","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXunwu/36/2015(H3N2))","","","","","","p"
"KY888506","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXunyang/1391/2015(H3N2))","","","","","","p"
"KY888507","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXunyang/1519/2015(H3N2))","","","","","","p"
"KY888514","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiXunyang/1599/2015(H3N2))","","","","","","p"
"KY888509","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYuanzhou/11088/2015(H3N2))","","","","","","p"
"KR870215","960","Human","4 (HA)","H3N2","China","N","2008/12/31","Influenza A virus (A/JiangxiYuanzhou/1244/2008(H3N2))","","","","","","p"
"KY888518","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYuanzhou/1583/2015(H3N2))","","","","","","p"
"KY888519","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYuanzhou/1727/2015(H3N2))","","","","","","p"
"KY888520","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYuanzhou/1931/2015(H3N2))","","","","","","p"
"KY888521","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYuehu/1504/2015(H3N2))","","","","","","p"
"KY888515","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYushui/1359/2015(H3N2))","","","","","","p"
"KY888516","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYushui/1477/2015(H3N2))","","","","","","p"
"KY888517","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYushui/1502/2015(H3N2))","","","","","","p"
"KY888508","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiYushui/1607/2015(H3N2))","","","","","","p"
"KY888524","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhanggong/1213/2015(H3N2))","","","","","","p"
"KY888525","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhanggong/1619/2015(H3N2))","","","","","","p"
"KY888526","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhanggong/1675/2015(H3N2))","","","","","","p"
"KY888528","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhanggong/1773/2015(H3N2))","","","","","","p"
"KY888529","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhushan/1464/2015(H3N2))","","","","","","p"
"KY888530","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhushan/1506/2015(H3N2))","","","","","","p"
"KY888527","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhushan/1585/2015(H3N2))","","","","","","p"
"KY888531","978","Human","4 (HA)","H3N2","China","N","2015/12/31","Influenza A virus (A/JiangxiZhushan/1703/2015(H3N2))","","","","","","p"
"KP458422","1698","Human","4 (HA)","H3N2","China","N","2007/10/07","Influenza A virus (A/Jilin Chaoyang/1124/2007(H3N2))","","","","","","nc"
"KP456357","1698","Human","4 (HA)","H3N2","China","N","2007/10/12","Influenza A virus (A/Jilin Chaoyang/1125/2007(H3N2))","","","","","","nc"
"KP459192","1698","Human","4 (HA)","H3N2","China","N","2008/01/09","Influenza A virus (A/Jilin Chuanying/164/2008(H3N2))","","","","","","nc"
"KP456544","1698","Human","4 (HA)","H3N2","China","N","2011/03/03","Influenza A virus (A/Jilin Jilin Chuanying/1156/2011(H3N2))","","","","","","nc"
"KP458307","1013","Human","4 (HA)","H3N2","China","N","2009/11/14","Influenza A virus (A/Jilin Jilin Chuanying/1488/2009(H3N2))","","","","","","p"
"KP458159","1698","Human","4 (HA)","H3N2","China","N","2007/01/08","Influenza A virus (A/Jilin Nanguan/112/2007(H3N2))","","","","","","nc"
"CY108700","960","Human","4 (HA)","H3N2","China","N","2007/01/12","Influenza A virus (A/Jilin-Chaoyang/133/2007(H3N2))","","","","","","p"
"CY108790","894","Human","4 (HA)","H3N2","China","N","2008/01","Influenza A virus (A/Jilin-Nanguan/14/2008(H3N2))","","","","","","p"
"KP456434","1698","Human","4 (HA)","H3N2","China","N","2010/04/21","Influenza A virus (A/Liaoning Dandong Xigang/1504/2010(H3N2))","","","","","","nc"
"KP456892","1698","Human","4 (HA)","H3N2","China","N","2011/03/22","Influenza A virus (A/Liaoning Fuxin Haizhou/1118/2011(H3N2))","","","","","","nc"
"KP458037","1698","Human","4 (HA)","H3N2","China","N","2008/12/04","Influenza A virus (A/Liaoning Tiedong/14/2008(H3N2))","","","","","","nc"
"MK583613","1701","Avian","4 (HA)","H3N2","China","N","2015/07","Influenza A virus (A/Mandarin duck/China/segment4-HA/2015)","","","","","","c"
"GU907114","1762","Human","4 (HA)","H3N2","China","N","2009/04/10","Influenza A virus (A/Nanjing/1/2009(H3N2))","","","","","","c"
"HQ664924","1701","Human","4 (HA)","H3N2","China","N","2010/09/10","Influenza A virus (A/Nanjing/1654/2010(H3N2))","","","","","","c"
"HQ664914","1701","Human","4 (HA)","H3N2","China","N","2010/09/10","Influenza A virus (A/Nanjing/1655/2010(H3N2))","","","","","","c"
"HQ664931","1701","Human","4 (HA)","H3N2","China","N","2010/09/10","Influenza A virus (A/Nanjing/1663/2010(H3N2))","","","","","","c"
"FJ225993","987","Human","4 (HA)","H3N2","China","N","2007/02/02","Influenza A virus (A/Ningbo/116/2007(H3N2))","","","","","","p"
"FJ225994","987","Human","4 (HA)","H3N2","China","N","2008/03/04","Influenza A virus (A/Ningbo/207/2008(H3N2))","","","","","","p"
"FJ225996","987","Human","4 (HA)","H3N2","China","N","2008/03/20","Influenza A virus (A/Ningbo/333/2008(H3N2))","","","","","","p"
"FJ225997","987","Human","4 (HA)","H3N2","China","N","2007/04/05","Influenza A virus (A/Ningbo/336/2007(H3N2))","","","","","","p"
"FJ226000","987","Human","4 (HA)","H3N2","China","N","2008/08/20","Influenza A virus (A/Ningbo/788/2008(H3N2))","","","","","","p"
"FJ226001","987","Human","4 (HA)","H3N2","China","N","2007/08/22","Influenza A virus (A/Ningbo/794/2007(H3N2))","","","","","","p"
"CY108701","960","Human","4 (HA)","H3N2","China","N","2007/01/10","Influenza A virus (A/Ningxia-Dawukou/121/2007(H3N2))","","","","","","p"
"CY108702","960","Human","4 (HA)","H3N2","China","N","2007/01/07","Influenza A virus (A/Ningxia-Dawukou/132/2007(H3N2))","","","","","","p"
"CY108786","906","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Ningxia-Xingqing/31/2008(H3N2))","","","","","","p"
"CY050136","1710","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Qingdao/1045/2009(H3N2))","","","","","","c"
"CY050138","1710","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Qingdao/1046/2009(H3N2))","","","","","","c"
"CY050102","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1115/2009(H3N2))","","6","","","","c"
"CY050104","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1116/2009(H3N2))","","7","","","","c"
"CY050106","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1118/2009(H3N2))","","6","","","","c"
"CY050108","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1157/2009(H3N2))","","22","","","","c"
"CY050110","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1158/2009(H3N2))","","22","","","","c"
"CY050111","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1167/2009(H3N2))","","8","","","","c"
"CY050115","1710","Human","4 (HA)","H3N2","China","N","2009/09/14","Influenza A virus (A/Qingdao/1231/2009(H3N2))","","9","","","","c"
"CY050123","1710","Human","4 (HA)","H3N2","China","N","2009/09/16","Influenza A virus (A/Qingdao/1295/2009(H3N2))","","13","","","","c"
"CY050125","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1329/2009(H3N2))","","6","","","","c"
"CY050127","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1341/2009(H3N2))","","8","","","","c"
"CY050128","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1346/2009(H3N2))","","10","","","","c"
"CY050089","1752","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/2144/2009(H3N2))","","9","","","","c"
"CY050090","1752","Human","4 (HA)","H3N2","China","N","2009/09/18","Influenza A virus (A/Qingdao/2157/2009(H3N2))","","8","","","","c"
"CY050091","1710","Human","4 (HA)","H3N2","China","N","2009/09/18","Influenza A virus (A/Qingdao/2162/2009(H3N2))","","13","","","","c"
"CY050093","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2181/2009(H3N2))","","14","","","","c"
"CY050095","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2199/2009(H3N2))","","54","","","","c"
"CY050097","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2200/2009(H3N2))","","3","","","","c"
"CY050275","1698","Human","4 (HA)","H3N2","China","N","2009/08/26","Influenza A virus (A/Qingdao/505/2009(H3N2))","","11","","","","nc"
"CY050276","1698","Human","4 (HA)","H3N2","China","N","2009/09/01","Influenza A virus (A/Qingdao/522/2009(H3N2))","","25","","","","nc"
"JX946746","1698","Human","4 (HA)","H3N2","China","N","2007/02/03","Influenza A virus (A/Qingdao/F105/2007(H3N2))","","","","","","nc"
"JX946733","1698","Human","4 (HA)","H3N2","China","N","2007/02/03","Influenza A virus (A/Qingdao/F106/2007(H3N2))","","","","","","nc"
"JX946734","1698","Human","4 (HA)","H3N2","China","N","2007/02/03","Influenza A virus (A/Qingdao/F107/2007(H3N2))","","","","","","nc"
"JX946756","1698","Human","4 (HA)","H3N2","China","N","2007/02/28","Influenza A virus (A/Qingdao/F117/2007(H3N2))","","","","","","nc"
"JX946760","1698","Human","4 (HA)","H3N2","China","N","2009/09/28","Influenza A virus (A/Qingdao/F144/2009(H3N2))","","","","","","nc"
"JX946761","1698","Human","4 (HA)","H3N2","China","N","2009/09/28","Influenza A virus (A/Qingdao/F162/2009(H3N2))","","","","","","nc"
"JX946753","1698","Human","4 (HA)","H3N2","China","N","2010/09/20","Influenza A virus (A/Qingdao/F165/2010(H3N2))","","","","","","nc"
"JX946739","1698","Human","4 (HA)","H3N2","China","N","2008/03/02","Influenza A virus (A/Qingdao/F194/2008(H3N2))","","","","","","nc"
"JX946762","1698","Human","4 (HA)","H3N2","China","N","2008/03/04","Influenza A virus (A/Qingdao/F206/2008(H3N2))","","","","","","nc"
"JX946741","1698","Human","4 (HA)","H3N2","China","N","2009/09/23","Influenza A virus (A/Qingdao/F218/2009(H3N2))","","","","","","nc"
"JX946742","1698","Human","4 (HA)","H3N2","China","N","2009/10/01","Influenza A virus (A/Qingdao/F273/2009(H3N2))","","","","","","nc"
"JX946763","1698","Human","4 (HA)","H3N2","China","N","2008/12/30","Influenza A virus (A/Qingdao/F303/2008(H3N2))","","","","","","nc"
"JX946764","1698","Human","4 (HA)","H3N2","China","N","2009/01/20","Influenza A virus (A/Qingdao/F325/2009(H3N2))","","","","","","nc"
"JX946736","1698","Human","4 (HA)","H3N2","China","N","2011/09/23","Influenza A virus (A/Qingdao/F337/2011(H3N2))","","","","","","nc"
"JX946765","1698","Human","4 (HA)","H3N2","China","N","2009/01/21","Influenza A virus (A/Qingdao/F339/2009(H3N2))","","","","","","nc"
"JX946766","1698","Human","4 (HA)","H3N2","China","N","2009/01/10","Influenza A virus (A/Qingdao/F355/2009(H3N2))","","","","","","nc"
"JX946767","1698","Human","4 (HA)","H3N2","China","N","2009/01/10","Influenza A virus (A/Qingdao/F365/2009(H3N2))","","","","","","nc"
"JX946737","1698","Human","4 (HA)","H3N2","China","N","2011/09/23","Influenza A virus (A/Qingdao/F374/2011(H3N2))","","","","","","nc"
"JX946738","1698","Human","4 (HA)","H3N2","China","N","2011/09/23","Influenza A virus (A/Qingdao/F391/2011(H3N2))","","","","","","nc"
"JX946769","1698","Human","4 (HA)","H3N2","China","N","2009/03/10","Influenza A virus (A/Qingdao/F435/2009(H3N2))","","","","","","nc"
"JX946770","1698","Human","4 (HA)","H3N2","China","N","2009/03/10","Influenza A virus (A/Qingdao/F436/2009(H3N2))","","","","","","nc"
"JX946771","1698","Human","4 (HA)","H3N2","China","N","2009/03/11","Influenza A virus (A/Qingdao/F437/2009(H3N2))","","","","","","nc"
"JX946768","1698","Human","4 (HA)","H3N2","China","N","2009/03/02","Influenza A virus (A/Qingdao/F471/2009(H3N2))","","","","","","nc"
"JX946747","1698","Human","4 (HA)","H3N2","China","N","2010/08/24","Influenza A virus (A/Qingdao/F49/2010(H3N2))","","","","","","nc"
"JX946735","1698","Human","4 (HA)","H3N2","China","N","2011/09/23","Influenza A virus (A/Qingdao/F521/2011(H3N2))","","","","","","nc"
"JX946748","1698","Human","4 (HA)","H3N2","China","N","2010/08/24","Influenza A virus (A/Qingdao/F53/2010(H3N2))","","","","","","nc"
"JX946745","1698","Human","4 (HA)","H3N2","China","N","2010/09/05","Influenza A virus (A/Qingdao/F69/2010(H3N2))","","","","","","nc"
"JX946749","1698","Human","4 (HA)","H3N2","China","N","2010/09/12","Influenza A virus (A/Qingdao/F78/2010(H3N2))","","","","","","nc"
"JX946750","1698","Human","4 (HA)","H3N2","China","N","2010/09/13","Influenza A virus (A/Qingdao/F81/2010(H3N2))","","","","","","nc"
"JX946757","1698","Human","4 (HA)","H3N2","China","N","2007/01/29","Influenza A virus (A/Qingdao/F94/2007(H3N2))","","","","","","nc"
"JX946758","1698","Human","4 (HA)","H3N2","China","N","2007/01/30","Influenza A virus (A/Qingdao/F99/2007(H3N2))","","","","","","nc"
"JX946751","1698","Human","4 (HA)","H3N2","China","N","2010/08/22","Influenza A virus (A/Qingdao/FF159/2010(H3N2))","","","","","","nc"
"JX946752","1698","Human","4 (HA)","H3N2","China","N","2010/09/20","Influenza A virus (A/Qingdao/FF164/2010(H3N2))","","","","","","nc"
"JX946754","1698","Human","4 (HA)","H3N2","China","N","2010/09/13","Influenza A virus (A/Qingdao/FF184/2010(H3N2))","","","","","","nc"
"JX946755","1698","Human","4 (HA)","H3N2","China","N","2010/09/28","Influenza A virus (A/Qingdao/FF192/2010(H3N2))","","","","","","nc"
"JX946743","1698","Human","4 (HA)","H3N2","China","N","2009/09/16","Influenza A virus (A/Qingdao/FF76/2009(H3N2))","","","","","","nc"
"JX946744","1698","Human","4 (HA)","H3N2","China","N","2009/09/16","Influenza A virus (A/Qingdao/FF78/2009(H3N2))","","","","","","nc"
"JX946740","1698","Human","4 (HA)","H3N2","China","N","2008/03/08","Influenza A virus (A/Qingdao/S57/2008(H3N2))","","","","","","nc"
"JX946759","1698","Human","4 (HA)","H3N2","China","N","2009/09/15","Influenza A virus (A/Qingdao/X295/2009(H3N2))","","","","","","nc"
"CY108703","960","Human","4 (HA)","H3N2","China","N","2007/04/03","Influenza A virus (A/Qinghai-Gangcha/1117/2007(H3N2))","","","","","","p"
"CY108704","960","Human","4 (HA)","H3N2","China","N","2007/03/15","Influenza A virus (A/Qinghai-Gangcha/112/2007(H3N2))","","","","","","p"
"CY108705","960","Human","4 (HA)","H3N2","China","N","2007/04/12","Influenza A virus (A/Qinghai-Gangcha/1126/2007(H3N2))","","","","","","p"
"CY108706","960","Human","4 (HA)","H3N2","China","N","2007/04/12","Influenza A virus (A/Qinghai-Gangcha/1129/2007(H3N2))","","","","","","p"
"CY108707","960","Human","4 (HA)","H3N2","China","N","2007/03/15","Influenza A virus (A/Qinghai-Gangcha/113/2007(H3N2))","","","","","","p"
"KY049988","1757","Human","4 (HA)","H3N2","China","N","2010/03/15","Influenza A virus (A/Qinghai/178/2010(H3N2))","","","","","","c"
"CY108713","960","Human","4 (HA)","H3N2","China","N","2007/01/17","Influenza A virus (A/Shaanxi-Beilin/1141/2007(H3N2))","","","","","","p"
"CY108714","960","Human","4 (HA)","H3N2","China","N","2007/01/12","Influenza A virus (A/Shaanxi-Beilin/187/2007(H3N2))","","","","","","p"
"CY108847","906","Human","4 (HA)","H3N2","China","N","2009/03","Influenza A virus (A/Shaanxi-Qindu/159/2009(H3N2))","","","","","","p"
"KP457329","1698","Human","4 (HA)","H3N2","China","N","2010/10/01","Influenza A virus (A/Shandong Lanshan/1371/2010(H3N2))","","","","","","nc"
"KR107150","966","Human","4 (HA)","H3N2","China","N","2010/12/12","Influenza A virus (A/Shandong-Bincheng/1195/2010(H3N2))","","","","","","p"
"MF593713","1701","Human","4 (HA)","H3N2","China","N","2015/03/05","Influenza A virus (A/Shandong-Fushan/1121/2015(H3N2))","","","","","","c"
"MF593743","1701","Human","4 (HA)","H3N2","China","N","2017/03/07","Influenza A virus (A/Shandong-Fushan/1157/2017(H3N2))","","","","","","c"
"MF593721","1701","Human","4 (HA)","H3N2","China","N","2016/03/16","Influenza A virus (A/Shandong-Fushan/1182/2016(H3N2))","","","","","","c"
"MF593739","1701","Human","4 (HA)","H3N2","China","N","2017/03/14","Influenza A virus (A/Shandong-Fushan/1183/2017(H3N2))","","","","","","c"
"MF593723","1701","Human","4 (HA)","H3N2","China","N","2016/03/22","Influenza A virus (A/Shandong-Fushan/1257/2016(H3N2))","","","","","","c"
"MF593714","1701","Human","4 (HA)","H3N2","China","N","2015/09/29","Influenza A virus (A/Shandong-Fushan/1413/2015(H3N2))","","","","","","c"
"MF593705","1701","Human","4 (HA)","H3N2","China","N","2014/08/31","Influenza A virus (A/Shandong-Fushan/1414/2014(H3N2))","","","","","","c"
"MF593715","1701","Human","4 (HA)","H3N2","China","N","2015/09/29","Influenza A virus (A/Shandong-Fushan/1414/2015(H3N2))","","","","","","c"
"MF593702","1701","Human","4 (HA)","H3N2","China","N","2014/08/31","Influenza A virus (A/Shandong-Fushan/1415/2014(H3N2))","","","","","","c"
"MF593717","1701","Human","4 (HA)","H3N2","China","N","2015/10/09","Influenza A virus (A/Shandong-Fushan/1416/2015(H3N2))","","","","","","c"
"MF593710","1701","Human","4 (HA)","H3N2","China","N","2014/09/01","Influenza A virus (A/Shandong-Fushan/1418/2014(H3N2))","","","","","","c"
"MF593711","1701","Human","4 (HA)","H3N2","China","N","2014/09/22","Influenza A virus (A/Shandong-Fushan/1433/2014(H3N2))","","","","","","c"
"MF593712","1701","Human","4 (HA)","H3N2","China","N","2014/09/26","Influenza A virus (A/Shandong-Fushan/144/2014(H3N2))","","","","","","c"
"KT424168","966","Human","4 (HA)","H3N2","China","N","2010/09/02","Influenza A virus (A/Shandong-Fushan/1440/2010(H3N2))","","","","","","p"
"KR107151","966","Human","4 (HA)","H3N2","China","N","2010/09/02","Influenza A virus (A/Shandong-Fushan/1441/2010(H3N2))","","","","","","p"
"MF593724","1701","Human","4 (HA)","H3N2","China","N","2017/01/23","Influenza A virus (A/Shandong-Fushan/148/2017(H3N2))","","","","","","c"
"KR107152","966","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Shandong-Fushan/1621/2009(H3N2))","","","","","","p"
"MF593729","1701","Human","4 (HA)","H3N2","China","N","2016/12/10","Influenza A virus (A/Shandong-Fushan/1631/2016(H3N2))","","","","","","c"
"MF593735","1701","Human","4 (HA)","H3N2","China","N","2017/02/14","Influenza A virus (A/Shandong-Fushan/164/2017(H3N2))","","","","","","c"
"MF593730","1701","Human","4 (HA)","H3N2","China","N","2016/12/15","Influenza A virus (A/Shandong-Fushan/1711/2016(H3N2))","","","","","","c"
"MF593731","1701","Human","4 (HA)","H3N2","China","N","2016/12/18","Influenza A virus (A/Shandong-Fushan/1721/2016(H3N2))","","","","","","c"
"MF593732","1701","Human","4 (HA)","H3N2","China","N","2016/11/11","Influenza A virus (A/Shandong-Fushan/1726/2016(H3N2))","","","","","","c"
"CY108831","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Shandong-HuaiYin/194/2009(H3N2))","","","","","","p"
"KT424169","966","Human","4 (HA)","H3N2","China","N","2007/02/06","Influenza A virus (A/Shandong-Huaiyin/110/2007(H3N2))","","","","","","p"
"CY108795","868","Human","4 (HA)","H3N2","China","N","2008/01","Influenza A virus (A/Shandong-Huaiyin/1104/2008(H3N2))","","","","","","p"
"KP459159","868","Human","4 (HA)","H3N2","China","N","2008/01/25","Influenza A virus (A/Shandong-Huaiyin/1104/2008(H3N2))","","","","","","p"
"KT424171","966","Human","4 (HA)","H3N2","China","N","2008/01/25","Influenza A virus (A/Shandong-Huaiyin/1105/2008(H3N2))","","","","","","p"
"KR107154","966","Human","4 (HA)","H3N2","China","N","2008/01/25","Influenza A virus (A/Shandong-Huaiyin/1110/2008(H3N2))","","","","","","p"
"CY108762","733","Human","4 (HA)","H3N2","China","N","2008/02","Influenza A virus (A/Shandong-Huaiyin/1141/2008(H3N2))","","","","","","p"
"CY108708","960","Human","4 (HA)","H3N2","China","N","2007/02/28","Influenza A virus (A/Shandong-Huaiyin/1148/2007(H3N2))","","","","","","p"
"CY108709","960","Human","4 (HA)","H3N2","China","N","2007/03/06","Influenza A virus (A/Shandong-Huaiyin/1152/2007(H3N2))","","","","","","p"
"CY108710","960","Human","4 (HA)","H3N2","China","N","2007/03/13","Influenza A virus (A/Shandong-Huaiyin/1158/2007(H3N2))","","","","","","p"
"CY108787","801","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Shandong-Huaiyin/1173/2008(H3N2))","","","","","","p"
"KR107155","966","Human","4 (HA)","H3N2","China","N","2008/03/15","Influenza A virus (A/Shandong-Huaiyin/1179/2008(H3N2))","","","","","","p"
"KR107160","966","Human","4 (HA)","H3N2","China","N","2008/03/24","Influenza A virus (A/Shandong-Huaiyin/1194/2008(H3N2))","","","","","","p"
"CY108756","766","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Shandong-Huaiyin/1194/2008(H3N2))","","","","","","p"
"KR107156","966","Human","4 (HA)","H3N2","China","N","2009/01/08","Influenza A virus (A/Shandong-Huaiyin/131/2009(H3N2))","","","","","","p"
"KR107157","966","Human","4 (HA)","H3N2","China","N","2007/12/15","Influenza A virus (A/Shandong-Huaiyin/1318/2007(H3N2))","","","","","","p"
"KR107158","966","Human","4 (HA)","H3N2","China","N","2007/12/17","Influenza A virus (A/Shandong-Huaiyin/1322/2007(H3N2))","","","","","","p"
"KT424170","966","Human","4 (HA)","H3N2","China","N","2007/01/30","Influenza A virus (A/Shandong-Huaiyin/151/2007(H3N2))","","","","","","p"
"KR107159","966","Human","4 (HA)","H3N2","China","N","2008/01/20","Influenza A virus (A/Shandong-Huaiyin/184/2008(H3N2))","","","","","","p"
"KR107153","966","Human","4 (HA)","H3N2","China","N","2011/01/12","Influenza A virus (A/Shandong-Huancui/155/2011(H3N2))","","","","","","p"
"KR107178","966","Human","4 (HA)","H3N2","China","N","2009/08/14","Influenza A virus (A/Shandong-Jining/308/2009(H3N2))","","","","","","p"
"KR107179","966","Human","4 (HA)","H3N2","China","N","2009/08/10","Influenza A virus (A/Shandong-Jining/419/2009(H3N2))","","","","","","p"
"KR107180","966","Human","4 (HA)","H3N2","China","N","2009/08/01","Influenza A virus (A/Shandong-Jining/96/2009(H3N2))","","","","","","p"
"KR107181","966","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Shandong-Jining/97/2009(H3N2))","","","","","","p"
"KT424176","966","Human","4 (HA)","H3N2","China","N","2010/09/15","Influenza A virus (A/Shandong-Lanshan/1361/2010(H3N2))","","","","","","p"
"KR107161","966","Human","4 (HA)","H3N2","China","N","2008/01/12","Influenza A virus (A/Shandong-Lixia/12/2008(H3N2))","","","","","","p"
"KT424175","966","Human","4 (HA)","H3N2","China","N","2010/12/20","Influenza A virus (A/Shandong-Lixia/1216/2010(H3N2))","","","","","","p"
"KR107162","966","Human","4 (HA)","H3N2","China","N","2009/03/01","Influenza A virus (A/Shandong-Lixia/122/2009(H3N2))","","","","","","p"
"KT424167","966","Human","4 (HA)","H3N2","China","N","2008/01/24","Influenza A virus (A/Shandong-Lixia/125/2008(H3N2))","","","","","","p"
"KT424177","966","Human","4 (HA)","H3N2","China","N","2011/08/04","Influenza A virus (A/Shandong-Lixia/1344/2011(H3N2))","","","","","","p"
"KT424179","966","Human","4 (HA)","H3N2","China","N","2011/08/08","Influenza A virus (A/Shandong-Lixia/1345/2011(H3N2))","","","","","","p"
"KT424178","966","Human","4 (HA)","H3N2","China","N","2011/08/26","Influenza A virus (A/Shandong-Lixia/1352/2011(H3N2))","","","","","","p"
"KR107163","966","Human","4 (HA)","H3N2","China","N","2007/10/14","Influenza A virus (A/Shandong-Lixia/143/2007(H3N2))","","","","","","p"
